election,year,county,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
Local Election,2014,Clare,Killaloe,Fine Gael,Joe Cooney,6,1585,17593,11181,11093,88,"[2843, -1258, 0, 0, 0, 0, 0]","[2843, 1585, 1585, 1585, 1585, 1585, 1585]"
Local Election,2014,Clare,Killaloe,Fianna Fáil,Pat Hayes,6,1585,17593,11181,11093,88,"[1490, 277, -182, 0, 0, 0, 0]","[1490, 1767, 1585, 1585, 1585, 1585, 1585]"
Local Election,2014,Clare,Killaloe,Independent,Michael Begley,6,1585,17593,11181,11093,88,"[1390, 78, 7, 54, 270, 0, -214]","[1390, 1468, 1475, 1529, 1799, 1799, 1585]"
Local Election,2014,Clare,Killaloe,Fianna Fáil,Tony O'Brien,6,1585,17593,11181,11093,88,"[1294, 97, 17, 19, 38, 19, 283]","[1294, 1391, 1408, 1427, 1465, 1484, 1767]"
Local Election,2014,Clare,Killaloe,Fine Gael,Pat Burke,6,1585,17593,11181,11093,88,"[825, 294, 29, 36, 71, 15, 136]","[825, 1119, 1148, 1184, 1255, 1270, 1406]"
Local Election,2014,Clare,Killaloe,Fianna Fáil,Alan O'Callaghan,6,1585,17593,11181,11093,88,"[791, 125, 20, 55, 109, 19, 204]","[791, 916, 936, 991, 1100, 1119, 1323]"
Local Election,2014,Clare,Killaloe,Fine Gael,Joe Arkins,6,1585,17593,11181,11093,88,"[755, 96, 19, 55, 67, 27, 97]","[755, 851, 870, 925, 992, 1019, 1116]"
Local Election,2014,Clare,Killaloe,Fianna Fáil,Liam Wiley,6,1585,17593,11181,11093,88,"[651, 177, 58, 23, 59, 0, 0]","[651, 828, 886, 909, 968, 0, 0]"
Local Election,2014,Clare,Killaloe,Fís Nua,Niamh O'Brien,6,1585,17593,11181,11093,88,"[731, 86, 23, 63, 0, 0, 0]","[731, 817, 840, 903, 0, 0, 0]"
Local Election,2014,Clare,Killaloe,Labour Party,Donal Higgins,6,1585,17593,11181,11093,88,"[323, 28, 9, 0, 0, 0, 0]","[323, 351, 360, 0, 0, 0, 0]"
Local Election,2014,Clare,Shannon,Independent,Gerry Flynn,6,1510,20294,10654,10565,89,"[1040, 5, 58, 37, 85, 65, 53, 32, 96, 39]","[1040, 1045, 1103, 1140, 1225, 1290, 1343, 1375, 1471, 1510]"
Local Election,2014,Clare,Shannon,Fianna Fáil,Cathal Crowe,6,1510,20294,10654,10565,89,"[1929, -419, 0, 0, 0, 0, 0, 0, 0, 0]","[1929, 1510, 1510, 1510, 1510, 1510, 1510, 1510, 1510, 1510]"
Local Election,2014,Clare,Shannon,Fine Gael,John Crowe,6,1510,20294,10654,10565,89,"[1219, 42, 6, 9, 4, 14, 10, 97, 42, 172]","[1219, 1261, 1267, 1276, 1280, 1294, 1304, 1401, 1443, 1615]"
Local Election,2014,Clare,Shannon,Independent,P.J. Ryan,6,1510,20294,10654,10565,89,"[825, 41, 28, 5, 11, 39, 24, 26, 73, 317]","[825, 866, 894, 899, 910, 949, 973, 999, 1072, 1389]"
Local Election,2014,Clare,Shannon,Fianna Fáil,Pat McMahon,6,1510,20294,10654,10565,89,"[1024, 29, 2, 12, 5, 58, 4, 27, 27, 168]","[1024, 1053, 1055, 1067, 1072, 1130, 1134, 1161, 1188, 1356]"
Local Election,2014,Clare,Shannon,Sinn Féin,Mike McKee,6,1510,20294,10654,10565,89,"[773, 20, 8, 15, 40, 33, 28, 34, 202, 39]","[773, 793, 801, 816, 856, 889, 917, 951, 1153, 1192]"
Local Election,2014,Clare,Shannon,Fine Gael,Sean McLoughlin,6,1510,20294,10654,10565,89,"[771, 7, 15, 54, 43, 49, 16, 42, 19, 44]","[771, 778, 793, 847, 890, 939, 955, 997, 1016, 1060]"
Local Election,2014,Clare,Shannon,Fianna Fáil,Pat O'Gorman,6,1510,20294,10654,10565,89,"[749, 64, 3, 3, 3, 63, 4, 44, 27, 0]","[749, 813, 816, 819, 822, 885, 889, 933, 960, 0]"
Local Election,2014,Clare,Shannon,Solidarity,David Houlihan,6,1510,20294,10654,10565,89,"[399, 45, 11, 5, 9, 7, 228, 159, 0, 0]","[399, 444, 455, 460, 469, 476, 704, 863, 0, 0]"
Local Election,2014,Clare,Shannon,Labour Party,Pascal Fitzgerald,6,1510,20294,10654,10565,89,"[506, 138, 1, 40, 6, 1, 10, 0, 0, 0]","[506, 644, 645, 685, 691, 692, 702, 0, 0, 0]"
Local Election,2014,Clare,Shannon,Solidarity,Seónaidh Ní Shíomóin,6,1510,20294,10654,10565,89,"[327, 15, 16, 17, 23, 25, 0, 0, 0, 0]","[327, 342, 358, 375, 398, 423, 0, 0, 0, 0]"
Local Election,2014,Clare,Shannon,Fianna Fáil,Louise Roche McNamara,6,1510,20294,10654,10565,89,"[344, 17, 5, 7, 19, 0, 0, 0, 0, 0]","[344, 361, 366, 373, 392, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,Shannon,Independent,Cathy McCafferty,6,1510,20294,10654,10565,89,"[243, 4, 12, 20, 0, 0, 0, 0, 0, 0]","[243, 247, 259, 279, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,Shannon,Labour Party,Tony McMahon,6,1510,20294,10654,10565,89,"[231, 3, 5, 0, 0, 0, 0, 0, 0, 0]","[231, 234, 239, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,Shannon,Independent,Mike Fleming,6,1510,20294,10654,10565,89,"[148, 7, 0, 0, 0, 0, 0, 0, 0, 0]","[148, 155, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,Shannon,Fís Nua,Karen Wise,6,1510,20294,10654,10565,89,"[18, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 19, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,West Clare,Independent,Christy Curtin,8,1896,28936,17271,17056,215,"[1938, 0, 0, -42, 0, 0, 0, 0, 0, 0, 0]","[1938, 1938, 1938, 1896, 1896, 1896, 1896, 1896, 1896, 1896, 1896]"
Local Election,2014,Clare,West Clare,Fianna Fáil,Richard Nagle,8,1896,28936,17271,17056,215,"[1835, 1, 21, 3, 4, 185, -153, 0, 0, 0, 0]","[1835, 1836, 1857, 1860, 1864, 2049, 1896, 1896, 1896, 1896, 1896]"
Local Election,2014,Clare,West Clare,Fine Gael,Bill Slattery,8,1896,28936,17271,17056,215,"[1769, 3, 16, 4, 42, 212, 0, -150, 0, 0, 0]","[1769, 1772, 1788, 1792, 1834, 2046, 2046, 1896, 1896, 1896, 1896]"
Local Election,2014,Clare,West Clare,Independent,Ian Lynch,8,1896,28936,17271,17056,215,"[1218, 52, 79, 4, 226, 29, 1, 3, 125, 300, -141]","[1218, 1270, 1349, 1353, 1579, 1608, 1609, 1612, 1737, 2037, 1896]"
Local Election,2014,Clare,West Clare,Fianna Fáil,Michael Hillery,8,1896,28936,17271,17056,215,"[1408, 5, 14, 13, 9, 102, 39, 13, 119, 142, 19]","[1408, 1413, 1427, 1440, 1449, 1551, 1590, 1603, 1722, 1864, 1883]"
Local Election,2014,Clare,West Clare,Fianna Fáil,P.J. Kelly,8,1896,28936,17271,17056,215,"[1383, 7, 5, 3, 18, 26, 19, 2, 97, 47, 14]","[1383, 1390, 1395, 1398, 1416, 1442, 1461, 1463, 1560, 1607, 1621]"
Local Election,2014,Clare,West Clare,Fianna Fáil,Bill Chambers,8,1896,28936,17271,17056,215,"[1113, 11, 8, 4, 76, 32, 8, 2, 256, 84, 25]","[1113, 1124, 1132, 1136, 1212, 1244, 1252, 1254, 1510, 1594, 1619]"
Local Election,2014,Clare,West Clare,Fine Gael,Gabriel Keating,8,1896,28936,17271,17056,215,"[952, 5, 31, 3, 87, 66, 11, 48, 302, 64, 21]","[952, 957, 988, 991, 1078, 1144, 1155, 1203, 1505, 1569, 1590]"
Local Election,2014,Clare,West Clare,Fine Gael,Oliver Garry,8,1896,28936,17271,17056,215,"[1224, 5, 7, 3, 70, 83, 8, 52, 12, 43, 17]","[1224, 1229, 1236, 1239, 1309, 1392, 1400, 1452, 1464, 1507, 1524]"
Local Election,2014,Clare,West Clare,Sinn Féin,Noeleen Moran,8,1896,28936,17271,17056,215,"[1023, 13, 81, 2, 37, 97, 20, 25, 52, 0, 0]","[1023, 1036, 1117, 1119, 1156, 1253, 1273, 1298, 1350, 0, 0]"
Local Election,2014,Clare,West Clare,Fianna Fáil,Patrick Keane,8,1896,28936,17271,17056,215,"[985, 4, 35, 1, 38, 57, 16, 5, 0, 0, 0]","[985, 989, 1024, 1025, 1063, 1120, 1136, 1141, 0, 0, 0]"
Local Election,2014,Clare,West Clare,Fine Gael,Gerard Kennedy,8,1896,28936,17271,17056,215,"[1010, 4, 27, 1, 15, 0, 0, 0, 0, 0, 0]","[1010, 1014, 1041, 1042, 1057, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,West Clare,Fine Gael,Marian McMahon-Jones,8,1896,28936,17271,17056,215,"[622, 22, 18, 1, 0, 0, 0, 0, 0, 0, 0]","[622, 644, 662, 663, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,West Clare,Green Party,Kevin Heapes,8,1896,28936,17271,17056,215,"[398, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[398, 415, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,West Clare,Independent,Joseph Enright,8,1896,28936,17271,17056,215,"[90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Clare,West Clare,Independent,Jackie Dale,8,1896,28936,17271,17056,215,"[88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City North Central,Sinn Féin,Thomas Gould,5,1401,14280,7011,6845,166,"[1828, -427, 0, 0, 0, 0]","[1828, 1401, 1401, 1401, 1401, 1401]"
Local Election,2014,Cork,Cork City North Central,Solidarity,Mick Barry,5,1401,14280,7011,6845,166,"[1462, 0, -61, -61, 0, 0]","[1462, 1462, 1401, 1401, 1401, 1401]"
Local Election,2014,Cork,Cork City North Central,Fianna Fáil,Kenneth O'Flynn,5,1401,14280,7011,6845,166,"[997, 75, 20, 19, 25, 66]","[997, 1072, 1092, 1111, 1136, 1202]"
Local Election,2014,Cork,Cork City North Central,Solidarity,Lil O'Donnell,5,1401,14280,7011,6845,166,"[432, 280, 197, 15, 191, 79]","[432, 712, 909, 924, 1115, 1194]"
Local Election,2014,Cork,Cork City North Central,Fianna Fáil,Dr. John Sheehan,5,1401,14280,7011,6845,166,"[773, 80, 26, 22, 31, 78]","[773, 853, 879, 901, 932, 1010]"
Local Election,2014,Cork,Cork City North Central,Labour Party,Catherine Clancy,5,1401,14280,7011,6845,166,"[481, 51, 21, 18, 32, 180]","[481, 532, 553, 571, 603, 783]"
Local Election,2014,Cork,Cork City North Central,Fine Gael,Patricia Gosch,5,1401,14280,7011,6845,166,"[482, 28, 12, 45, 16, 0]","[482, 510, 522, 567, 583, 0]"
Local Election,2014,Cork,Cork City North Central,Independent,Billy Corcoran,5,1401,14280,7011,6845,166,"[253, 156, 42, 5, 0, 0]","[253, 409, 451, 456, 0, 0]"
Local Election,2014,Cork,Cork City North Central,Fine Gael,Donncha Loftus,5,1401,14280,7011,6845,166,"[137, 17, 3, 0, 0, 0]","[137, 154, 157, 157, 0, 0]"
Local Election,2014,Cork,Cork City North East,Sinn Féin,Stephen Cunningham,4,958,10402,4863,4788,75,"[971, -13, 0, 0, 0, 0]","[971, 958, 958, 958, 958, 958]"
Local Election,2014,Cork,Cork City North East,Workers' Party,Ted Tynan,4,958,10402,4863,4788,75,"[962, 0, 0, -4, 0, 0]","[962, 962, 962, 958, 958, 958]"
Local Election,2014,Cork,Cork City North East,Fianna Fáil,Tim Brosnan,4,958,10402,4863,4788,75,"[931, 20, 3, 1, 24, 0]","[931, 951, 954, 955, 979, 979]"
Local Election,2014,Cork,Cork City North East,Fine Gael,Joe Kavanagh,4,958,10402,4863,4788,75,"[655, 3, 1, 0, 32, 212]","[655, 658, 659, 659, 691, 903]"
Local Election,2014,Cork,Cork City North East,Labour Party,John Kelleher,4,958,10402,4863,4788,75,"[424, 19, 3, 1, 94, 121]","[424, 443, 446, 447, 541, 662]"
Local Election,2014,Cork,Cork City North East,Fine Gael,Sue-Ellen Carroll,4,958,10402,4863,4788,75,"[414, 6, 2, 1, 38, 0]","[414, 420, 422, 423, 461, 0]"
Local Election,2014,Cork,Cork City North East,Green Party,Oliver Moran,4,958,10402,4863,4788,75,"[235, 52, 4, 1, 0, 0]","[235, 287, 291, 292, 0, 0]"
Local Election,2014,Cork,Cork City North East,Independent,Philip A. McCarthy,4,958,10402,4863,4788,75,"[124, 0, 0, 0, 0, 0]","[124, 124, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City North East,Communist Party,Michael O'Donnell,4,958,10402,4863,4788,75,"[72, 0, 0, 0, 0, 0]","[72, 72, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City North West,Sinn Féin,Mick Nugent,4,1079,10932,5508,5392,116,"[1206, -127, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1206, 1079, 1079, 1079, 1079, 1079, 1079, 1079, 1079, 1079, 1079]"
Local Election,2014,Cork,Cork City North West,Fianna Fáil,Tony Fitzgerald,4,1079,10932,5508,5392,116,"[1050, 8, 3, 17, 31, 0, 0, 0, 0, 0, 0]","[1050, 1058, 1061, 1078, 1109, 1109, 1109, 1109, 1109, 1109, 1109]"
Local Election,2014,Cork,Cork City North West,Sinn Féin,Kenneth Collins,4,1079,10932,5508,5392,116,"[809, 84, 3, 32, 25, 1, 41, 65, 119, -100, 0]","[809, 893, 896, 928, 953, 954, 995, 1060, 1179, 1079, 1079]"
Local Election,2014,Cork,Cork City North West,Solidarity,Marion O'Sullivan,4,1079,10932,5508,5392,116,"[504, 9, 4, 40, 19, 4, 48, 44, 94, 29, 174]","[504, 513, 517, 557, 576, 580, 628, 672, 766, 795, 969]"
Local Election,2014,Cork,Cork City North West,Fine Gael,Joe O'Callaghan,4,1079,10932,5508,5392,116,"[280, 2, 2, 2, 87, 7, 12, 63, 21, 18, 41]","[280, 282, 284, 286, 373, 380, 392, 455, 476, 494, 535]"
Local Election,2014,Cork,Cork City North West,Independent,Maurice Sheehan,4,1079,10932,5508,5392,116,"[269, 4, 7, 50, 10, 3, 63, 19, 44, 13, 0]","[269, 273, 280, 330, 340, 343, 406, 425, 469, 482, 0]"
Local Election,2014,Cork,Cork City North West,Workers' Party,James Coughlan,4,1079,10932,5508,5392,116,"[281, 6, 2, 15, 8, 1, 26, 46, 0, 0, 0]","[281, 287, 289, 304, 312, 313, 339, 385, 0, 0, 0]"
Local Election,2014,Cork,Cork City North West,Labour Party,Michael O'Connell,4,1079,10932,5508,5392,116,"[282, 3, 0, 10, 21, 2, 18, 0, 0, 0, 0]","[282, 285, 285, 295, 316, 318, 336, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City North West,Independent,Evan Murphy,4,1079,10932,5508,5392,116,"[227, 3, 9, 26, 17, 1, 0, 0, 0, 0, 0]","[227, 230, 239, 265, 282, 283, 0, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City North West,Fine Gael,Lyndsey Clarke,4,1079,10932,5508,5392,116,"[239, 1, 3, 5, 0, 0, 0, 0, 0, 0, 0]","[239, 240, 243, 248, 248, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City North West,Independent,Pat O'Shea,4,1079,10932,5508,5392,116,"[119, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[119, 122, 123, 123, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City North West,Independent,Barry O'Donovan,4,1079,10932,5508,5392,116,"[86, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[86, 89, 95, 95, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City North West,Independent,John Murphy,4,1079,10932,5508,5392,116,"[40, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[40, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City South Central,Independent,Mick Finn,5,1027,13023,6282,6159,123,"[1437, -410, 0, 0, 0, 0, 0, 0, 0]","[1437, 1027, 1027, 1027, 1027, 1027, 1027, 1027, 1027]"
Local Election,2014,Cork,Cork City South Central,Sinn Féin,Fiona Kerins,5,1027,13023,6282,6159,123,"[1434, 0, -407, 0, 0, 0, 0, 0, 0]","[1434, 1434, 1027, 1027, 1027, 1027, 1027, 1027, 1027]"
Local Election,2014,Cork,Cork City South Central,Independent,Paudie Dineen,5,1027,13023,6282,6159,123,"[526, 140, 147, 37, 13, 46, 36, 119, 0]","[526, 666, 813, 850, 863, 909, 945, 1064, 1064]"
Local Election,2014,Cork,Cork City South Central,Fianna Fáil,Tom O'Driscoll,5,1027,13023,6282,6159,123,"[764, 73, 48, 13, 4, 3, 9, 11, 82]","[764, 837, 885, 898, 902, 905, 914, 925, 1007]"
Local Election,2014,Cork,Cork City South Central,Fianna Fáil,Seán Martin,5,1027,13023,6282,6159,123,"[640, 41, 36, 4, 15, 6, 8, 9, 75]","[640, 681, 717, 721, 736, 742, 750, 759, 834]"
Local Election,2014,Cork,Cork City South Central,Labour Party,Lorraine Kingston,5,1027,13023,6282,6159,123,"[435, 49, 37, 4, 18, 15, 44, 22, 171]","[435, 484, 521, 525, 543, 558, 602, 624, 795]"
Local Election,2014,Cork,Cork City South Central,Fine Gael,Emmet O'Halloran,5,1027,13023,6282,6159,123,"[401, 22, 10, 1, 50, 5, 9, 8, 0]","[401, 423, 433, 434, 484, 489, 498, 506, 0]"
Local Election,2014,Cork,Cork City South Central,Independent,Brian Houlihan,5,1027,13023,6282,6159,123,"[119, 26, 42, 21, 1, 39, 23, 0, 0]","[119, 145, 187, 208, 209, 248, 271, 271, 0]"
Local Election,2014,Cork,Cork City South Central,Green Party,Johnny O'Mahony,5,1027,13023,6282,6159,123,"[123, 7, 26, 2, 6, 8, 0, 0, 0]","[123, 130, 156, 158, 164, 172, 172, 0, 0]"
Local Election,2014,Cork,Cork City South Central,Independent,Ella Goddin,5,1027,13023,6282,6159,123,"[90, 25, 26, 13, 2, 0, 0, 0, 0]","[90, 115, 141, 154, 156, 156, 0, 0, 0]"
Local Election,2014,Cork,Cork City South Central,Fine Gael,Billy MacGill,5,1027,13023,6282,6159,123,"[117, 7, 4, 0, 0, 0, 0, 0, 0]","[117, 124, 128, 128, 128, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City South Central,Independent,Tom McIntyre,5,1027,13023,6282,6159,123,"[73, 20, 31, 0, 0, 0, 0, 0, 0]","[73, 93, 124, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City South East,Independent,Kieran McCarthy,7,1272,19576,10326,10171,155,"[1534, -262, 0, 0, 0, 0, 0, 0]","[1534, 1272, 1272, 1272, 1272, 1272, 1272, 1272]"
Local Election,2014,Cork,Cork City South East,Sinn Féin,Chris O'Leary,7,1272,19576,10326,10171,155,"[1295, 0, 0, 0, -23, 0, 0, 0]","[1295, 1295, 1295, 1295, 1272, 1272, 1272, 1272]"
Local Election,2014,Cork,Cork City South East,Fine Gael,Des Cahill,7,1272,19576,10326,10171,155,"[1176, 23, 119, -46, 0, 0, 0, 0]","[1176, 1199, 1318, 1272, 1272, 1272, 1272, 1272]"
Local Election,2014,Cork,Cork City South East,Fine Gael,Laura McGonigle,7,1272,19576,10326,10171,155,"[1108, 42, 126, 0, 0, 0, 0, 0]","[1108, 1150, 1276, 1276, 1276, 1276, 1276, 1276]"
Local Election,2014,Cork,Cork City South East,Fianna Fáil,Terry Shannon,7,1272,19576,10326,10171,155,"[991, 23, 27, 7, 1, 75, 36, 115]","[991, 1014, 1041, 1048, 1049, 1124, 1160, 1275]"
Local Election,2014,Cork,Cork City South East,Fianna Fáil,Nicholas O'Keeffe,7,1272,19576,10326,10171,155,"[856, 17, 26, 5, 2, 84, 38, 68]","[856, 873, 899, 904, 906, 990, 1028, 1096]"
Local Election,2014,Cork,Cork City South East,Sinn Féin,Shane O'Shea,7,1272,19576,10326,10171,155,"[630, 24, 6, 2, 17, 66, 160, 95]","[630, 654, 660, 662, 679, 745, 905, 1000]"
Local Election,2014,Cork,Cork City South East,Fianna Fáil,Kate Martin,7,1272,19576,10326,10171,155,"[706, 15, 23, 3, 0, 57, 31, 116]","[706, 721, 744, 747, 747, 804, 835, 951]"
Local Election,2014,Cork,Cork City South East,Green Party,Dan Boyle,7,1272,19576,10326,10171,155,"[505, 32, 20, 5, 1, 108, 131, 0]","[505, 537, 557, 562, 563, 671, 802, 0]"
Local Election,2014,Cork,Cork City South East,Independent,Diarmaid Ó Cadhla,7,1272,19576,10326,10171,155,"[487, 63, 11, 3, 1, 29, 0, 0]","[487, 550, 561, 564, 565, 594, 0, 0]"
Local Election,2014,Cork,Cork City South East,Labour Party,Denis O'Flynn,7,1272,19576,10326,10171,155,"[482, 14, 26, 21, 1, 0, 0, 0]","[482, 496, 522, 543, 544, 0, 0, 0]"
Local Election,2014,Cork,Cork City South East,Fine Gael,Derek Cregan,7,1272,19576,10326,10171,155,"[401, 9, 0, 0, 0, 0, 0, 0]","[401, 410, 0, 0, 0, 0, 0, 0]"
Local Election,2014,Cork,Cork City South West,Fine Gael,John Buttimer,6,1080,14830,7697,7556,138,"[1750, -670, 0, 0, 0, 0, 0, 0]","[1750, 1080, 1080, 1080, 1080, 1080, 1080, 1080]"
Local Election,2014,Cork,Cork City South West,Sinn Féin,Henry Cremin,6,1080,14830,7697,7556,138,"[1642, 0, -562, 0, 0, 0, 0, 0]","[1642, 1642, 1080, 1080, 1080, 1080, 1080, 1080]"
Local Election,2014,Cork,Cork City South West,Fianna Fáil,Mary Shields,6,1080,14830,7697,7556,138,"[1065, 133, 0, -118, 0, 0, 0, 0]","[1065, 1198, 1198, 1080, 1080, 1080, 1080, 1080]"
Local Election,2014,Cork,Cork City South West,Fianna Fáil,Fergal Dennehy,6,1080,14830,7697,7556,138,"[1043, 78, 0, 0, -41, -41, 0, 0]","[1043, 1121, 1121, 1121, 1080, 1080, 1080, 1080]"
Local Election,2014,Cork,Cork City South West,Fine Gael,P.J. Hourican,6,1080,14830,7697,7556,138,"[301, 190, 23, 42, 15, 166, 72, 204]","[301, 491, 514, 556, 571, 737, 809, 1013]"
Local Election,2014,Cork,Cork City South West,Independent,Thomas Moloney,6,1080,14830,7697,7556,138,"[409, 16, 188, 3, 1, 18, 97, 66]","[409, 425, 613, 616, 617, 635, 732, 798]"
Local Election,2014,Cork,Cork City South West,Independent,Thomas Kiely,6,1080,14830,7697,7556,138,"[363, 18, 203, 5, 4, 35, 87, 81]","[363, 381, 584, 589, 593, 628, 715, 796]"
Local Election,2014,Cork,Cork City South West,Labour Party,Ger Gibbons,6,1080,14830,7697,7556,138,"[329, 84, 50, 17, 9, 85, 94, 0]","[329, 413, 463, 480, 489, 574, 668, 0]"
Local Election,2014,Cork,Cork City South West,Green Party,Mick Murphy,6,1080,14830,7697,7556,138,"[357, 30, 75, 8, 6, 46, 0, 0]","[357, 387, 462, 470, 476, 522, 0, 0]"
Local Election,2014,Cork,Cork City South West,Fine Gael,Barry Keane,6,1080,14830,7697,7556,138,"[297, 121, 23, 21, 6, 0, 0, 0]","[297, 418, 441, 462, 468, 468, 0, 0]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Fianna Fáil,Seamus McGrath,0,2123,51714,23692,23351,341,"[4700, -2577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4700, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Sinn Féin,Donnchadh Ó Laoghaire,0,2123,51714,23692,23351,341,"[2567, 0, -444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2567, 2567, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123, 2123]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Independent,Marcia D'Alton,0,2123,51714,23692,23351,341,"[1341, 216, 9, 16, 48, 10, 83, 83, 54, 137, 223, -97, 0, 0, 0]","[1341, 1557, 1566, 1582, 1630, 1640, 1723, 1806, 1860, 1997, 2220, 2123, 2123, 2123, 2123]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Fine Gael,Deirdre Forde,0,2123,51714,23692,23351,341,"[1455, 223, 5, 2, 19, 87, 10, 12, 62, 12, 83, 7, 96, 418, -368]","[1455, 1678, 1683, 1685, 1704, 1791, 1801, 1813, 1875, 1887, 1970, 1977, 2073, 2491, 2123]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Fianna Fáil,Daithi O Donnabhain,0,2123,51714,23692,23351,341,"[1411, 428, 13, 1, 5, 3, 4, 7, 24, 15, 25, 2, 102, 55, 8]","[1411, 1839, 1852, 1853, 1858, 1861, 1865, 1872, 1896, 1911, 1936, 1938, 2040, 2095, 2103]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Fianna Fáil,Mary Rose Desmond,0,2123,51714,23692,23351,341,"[1019, 589, 8, 1, 3, 14, 6, 9, 23, 7, 94, 9, 46, 147, 44]","[1019, 1608, 1616, 1617, 1620, 1634, 1640, 1649, 1672, 1679, 1773, 1782, 1828, 1975, 2019]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Fine Gael,Derry Canty,0,2123,51714,23692,23351,341,"[1521, 38, 11, 0, 4, 21, 8, 7, 42, 19, 39, 1, 120, 75, 57]","[1521, 1559, 1570, 1570, 1574, 1595, 1603, 1610, 1652, 1671, 1710, 1711, 1831, 1906, 1963]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Fine Gael,John A. Collins,0,2123,51714,23692,23351,341,"[1269, 251, 3, 15, 5, 23, 13, 14, 75, 6, 34, 1, 40, 97, 88]","[1269, 1520, 1523, 1538, 1543, 1566, 1579, 1593, 1668, 1674, 1708, 1709, 1749, 1846, 1934]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Sinn Féin,Michael Murphy,0,2123,51714,23692,23351,341,"[914, 157, 286, 11, 33, 2, 71, 99, 31, 27, 53, 13, 89, 24, 1]","[914, 1071, 1357, 1368, 1401, 1403, 1474, 1573, 1604, 1631, 1684, 1697, 1786, 1810, 1811]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Independent,Joe Harris,0,2123,51714,23692,23351,341,"[702, 82, 11, 33, 6, 2, 65, 54, 19, 198, 187, 102, 157, 94, 27]","[702, 784, 795, 828, 834, 836, 901, 955, 974, 1172, 1359, 1461, 1618, 1712, 1739]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Fine Gael,Garret Kelleher,0,2123,51714,23692,23351,341,"[1279, 28, 6, 0, 4, 25, 3, 7, 34, 27, 17, 1, 117, 132, 47]","[1279, 1307, 1313, 1313, 1317, 1342, 1345, 1352, 1386, 1413, 1430, 1431, 1548, 1680, 1727]"
Local Election,2014,Cork,Ballincollig-Carrigaline,Fine Gael,Shane O'Callaghan,0,2123,51714,23692,23351,341,"[1020, 113, 8, 1, 3, 49, 3, 5, 41, 4, 58, 3, 61, 0, 0]","[1020, 1133, 1141, 1142, 1145, 1194, 1197, 1202, 1243, 1247, 1305, 1308, 1369, 0, 0]"
